AssessmentId,AssessmentName,AssessmentSubject,AssessmentGrade,AssessmentType,AssessmentSubtype,AssessmentLabel,AssessmentVersion,AcademicYear,FullItemKey,BankKey,ItemId,Filename,Version,ItemType,Grade,Standard,Claim,Target,PassageId,ASL,Braille,LanguageBraille,DOK,Language,AllowCalculator,MathematicalPractice,MaxPoints,Glossary,ScoringEngine,Spanish,IsFieldTest,IsActive,ResponseRequired,AdminRequired,ItemPosition,MeasurementModel,Weight,ScorePoints,a,b0_b,b1_c,b2,b3,avg_b,bpref1,bpref2,bpref3,bpref4,bpref5,bpref6,bpref7,CommonCore,ClaimContentTarget,SecondaryCommonCore,SecondaryClaimContentTarget,AnswerKey,NumberOfAnswerOptions,PerformanceTask,PtWritingType,CutPoint1,ScaledLow1,ScaledHigh1,CutPoint2,ScaledLow2,ScaledHigh2,CutPoint3,ScaledLow3,ScaledHigh3,CutPoint4,ScaledLow4,ScaledHigh4
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183680,200,183680,item-200-183680.xml,1,EBSR,11,SBAC-ELA-v1:1-LT|4-11|11-12.RL.3,"1-LT	","4-11	",200-193792,N,BRF,ENU-Braille,4,ENU,,,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,11,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-1-LT,SBAC-1-LT|4-11,SBAC-1-LT|4-11|11-12.RL.3,,,,11-12.RL.3,"1-LT	|4-11	",,,C;B,0,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183102,200,183102,item-200-183102.xml,1,MS,11,SBAC-ELA-v1:1-IT|8-11|11-12.RI.1,"1-IT	","8-11	",200-193791,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,12,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-1-IT,SBAC-1-IT|8-11,SBAC-1-IT|8-11|11-12.RI.1,,,,11-12.RI.1,"1-IT	|8-11	",,,"C,D",5,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183090,200,183090,item-200-183090.xml,1,SA,11,SBAC-ELA-v1:1-IT|9-11|11-12.RI.2,"1-IT	","9-11	",200-193791,N,BRF,ENU-Braille,3,ENU,,,2,,HandScored,Y,FALSE,TRUE,TRUE,TRUE,13,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-1-IT,SBAC-1-IT|9-11,SBAC-1-IT|9-11|11-12.RI.2,,,,11-12.RI.2,"1-IT	|9-11	",,,Hand,0,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183107,200,183107,item-200-183107.xml,1,EBSR,11,SBAC-ELA-v1:1-IT|9-11|11-12.RI.2,"1-IT	","9-11	",200-193791,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,14,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-1-IT,SBAC-1-IT|9-11,SBAC-1-IT|9-11|11-12.RI.2,,,,11-12.RI.2,"1-IT	|9-11	",,,D;E,0,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183108,200,183108,item-200-183108.xml,1,MS,11,SBAC-ELA-v1:1-IT|10-11|RI.4,"1-IT	","10-11	",200-193791,N,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,15,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-1-IT,SBAC-1-IT|10-11,SBAC-1-IT|10-11|RI.4,,,,11-12.RI.4,"1-IT	|10-11	",,,"A,D",5,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183109,200,183109,item-200-183109.xml,1,SA,11,SBAC-ELA-v1:1-IT|11-11|11-12.RI.6,"1-IT	","11-11	",200-193791,N,BRF,ENU-Braille,3,ENU,,,2,,HandScored,Y,FALSE,TRUE,TRUE,TRUE,16,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-1-IT,SBAC-1-IT|11-11,SBAC-1-IT|11-11|11-12.RI.6,,,,11-12.RI.6,"1-IT	|11-11	",,,Hand,0,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183143,200,183143,item-200-183143.xml,1,MC,11,SBAC-ELA-v1:1-IT|12-11|11-12.RI.6,"1-IT	","12-11	",200-193791,N,BRF,ENU-Braille,4,ENU,,,1,,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,17,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-1-IT,SBAC-1-IT|12-11,SBAC-1-IT|12-11|11-12.RI.6,,,,11-12.RI.6,"1-IT	|12-11	",,,A,4,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183103,200,183103,item-200-183103.xml,1,MS,11,SBAC-ELA-v1:1-IT|13-11|11-12.RI.5,"1-IT	","13-11	",200-193791,N,BRF,ENU-Braille,4,ENU,,,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,18,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-1-IT,SBAC-1-IT|13-11,SBAC-1-IT|13-11|11-12.RI.5,,,,11-12.RI.5,"1-IT	|13-11	",,,"A,B,D",6,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183104,200,183104,item-200-183104.xml,1,MC,11,SBAC-ELA-v1:1-IT|14-11|11-12.L.5a,"1-IT	","14-11	",200-193791,N,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,19,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-1-IT,SBAC-1-IT|14-11,SBAC-1-IT|14-11|11-12.L.5a,,,,11-12.L.5a,"1-IT	|14-11	",,,C,4,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183147,200,183147,item-200-183147.xml,1,MC,11,SBAC-ELA-v1:2-W|6-11|W.11-12.1c,"2-W	","6-11	",,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,20,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-2-W,SBAC-2-W|6-11,SBAC-2-W|6-11|W.11-12.1c,,,,11-12.W.1c,"2-W	|6-11	",,,D,4,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183149,200,183149,item-200-183149.xml,1,MS,11,SBAC-ELA-v1:2-W|3-11|W.11-12.2b,"2-W	","3-11	",,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,21,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-2-W,SBAC-2-W|3-11,SBAC-2-W|3-11|W.11-12.2b,,,,11-12.W.2b,"2-W	|3-11	",,,"E,F",6,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183067,200,183067,item-200-183067.xml,1,SA,11,SBAC-ELA-v1:2-W|3-11|11-12.W.2f,"2-W	","3-11	",,N,BRF,ENU-Braille,3,ENU,,,2,,HandScored,Y,FALSE,TRUE,TRUE,TRUE,22,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-2-W,SBAC-2-W|3-11,SBAC-2-W|3-11|11-12.W.2f,,,,11-12.W.2f,"2-W	|3-11	",,,Hand,0,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183062,200,183062,item-200-183062.xml,1,MS,11,SBAC-ELA-v1:2-W|8-11|11-12.W.2d,"2-W	","8-11	",,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,23,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-2-W,SBAC-2-W|8-11,SBAC-2-W|8-11|11-12.W.2d,,,,11-12.W.2d,"2-W	|8-11	",,,"A,D",6,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183058,200,183058,item-200-183058.xml,1,MS,11,SBAC-ELA-v1:2-W|9-11|11-12.L.2,"2-W	","9-11	",,N,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,24,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-2-W,SBAC-2-W|9-11,SBAC-2-W|9-11|11-12.L.2,,,,11-12.L.2a,"2-W	|9-11	",,,"B,C",6,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183059,200,183059,item-200-183059.xml,1,MC,11,SBAC-ELA-v1:2-W|9-11|11-12.L.2b,"2-W	","9-11	",,N,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,25,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-2-W,SBAC-2-W|9-11,SBAC-2-W|9-11|11-12.L.2b,,,,11-12.L.2b,"2-W	|9-11	",,,A,4,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183135,200,183135,item-200-183135.xml,1,EBSR,11,SBAC-ELA-v1:3-L|4-11|11-12.SL.3,"3-L	","4-11	",200-193794,Y,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,26,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-3-L,SBAC-3-L|4-11,SBAC-3-L|4-11|11-12.SL.3,,,,11-12.SL.3,"3-L	|4-11	",,,B;A,0,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183131,200,183131,item-200-183131.xml,1,MC,11,SBAC-ELA-v1:3-L|4-11|11-12.SL.3,"3-L	","4-11	",200-193794,Y,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,27,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-3-L,SBAC-3-L|4-11,SBAC-3-L|4-11|11-12.SL.3,,,,11-12.SL.3,"3-L	|4-11	",,,C,4,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183133,200,183133,item-200-183133.xml,1,MI,11,SBAC-ELA-v1:3-L|4-11|11-12.SL.3,"3-L	","4-11	",200-193794,Y,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,Y,FALSE,TRUE,TRUE,TRUE,28,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-3-L,SBAC-3-L|4-11,SBAC-3-L|4-11|11-12.SL.3,,,,11-12.SL.3,"3-L	|4-11	",,,qrx,0,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183080,200,183080,item-200-183080.xml,1,MC,11,SBAC-ELA-v1:3-L|4-11|11-12.SL.3,"3-L	","4-11	",200-193790,Y,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,29,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-3-L,SBAC-3-L|4-11,SBAC-3-L|4-11|11-12.SL.3,,,,11-12.SL.3,"3-L	|4-11	",,,D,4,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183082,200,183082,item-200-183082.xml,1,MI,11,SBAC-ELA-v1:3-L|4-11|11-12.SL.3,"3-L	","4-11	",200-193790,Y,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,Y,FALSE,TRUE,TRUE,TRUE,30,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-3-L,SBAC-3-L|4-11,SBAC-3-L|4-11|11-12.SL.3,,,,11-12.SL.3,"3-L	|4-11	",,,qrx,0,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183078,200,183078,item-200-183078.xml,1,MS,11,SBAC-ELA-v1:3-L|4-11|11-12.SL.3,"3-L	","4-11	",200-193790,Y,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,31,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-3-L,SBAC-3-L|4-11,SBAC-3-L|4-11|11-12.SL.3,,,,11-12.SL.3,"3-L	|4-11	",,,"A,C,D",6,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183056,200,183056,item-200-183056.xml,1,MS,11,SBAC-ELA-v1:4-CR|3-11|11-12.W.8,"4-CR	","3-11	",,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,32,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-4-CR,SBAC-4-CR|3-11,SBAC-4-CR|3-11|11-12.W.8,,,,11-12.W.8,"4-CR	|3-11	",,,"E,F",6,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-SUM-ELA-11-2019-2020,ELA,11,summative,SUM,Grade 11 ELA - Summative,1,2019,200-183060,200,183060,item-200-183060.xml,1,HTQ,11,SBAC-ELA-v1:4-CR|2-11|11-12.RST.1,"4-CR	","2-11	",,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Machine Rubric,Y,FALSE,TRUE,TRUE,TRUE,33,IRTGPC,1,2,0.70592,1.22722,2.47382,,,1.85052,(SBAC)SBAC-SUM-ELA-11-2019-2020-2019,SBAC-4-CR,SBAC-4-CR|2-11,SBAC-4-CR|2-11|11-12.RST.1,,,,11-12.RST.1,"4-CR	|2-11	",,,qrx,0,,,1,2299,2493,2,2493,2583,3,2583,2682,4,2682,2795
