AssessmentId,AssessmentName,AssessmentSubject,AssessmentGrade,AssessmentType,AssessmentSubtype,AssessmentLabel,AssessmentVersion,AcademicYear,FullItemKey,BankKey,ItemId,Filename,Version,ItemType,Grade,Standard,Claim,Target,PassageId,ASL,Braille,LanguageBraille,DOK,Language,AllowCalculator,MathematicalPractice,MaxPoints,Glossary,ScoringEngine,Spanish,IsFieldTest,IsActive,ResponseRequired,AdminRequired,ItemPosition,MeasurementModel,Weight,ScorePoints,a,b0_b,b1_c,b2,b3,avg_b,bpref1,bpref2,bpref3,bpref4,bpref5,bpref6,bpref7,CommonCore,ClaimContentTarget,SecondaryCommonCore,SecondaryClaimContentTarget,PtWritingType,AnswerKey,NumberOfAnswerOptions,CutPoint1,ScaledLow1,ScaledHigh1,CutPoint2,ScaledLow2,ScaledHigh2,CutPoint3,ScaledLow3,ScaledHigh3,CutPoint4,ScaledLow4,ScaledHigh4,CutPoint5,ScaledLow5,ScaledHigh5,CutPoint6,ScaledLow6,ScaledHigh6
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-27729,200,27729,item-200-27729.xml,12094,HTQ,11,SBAC-NewSubject-v1:1-IT|11-11,CLAIM_1,1-Jan,200-91,,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,FALSE,FALSE,27,IRT3PLn,1,1,0.32651,2.0687,0,,,2.0687,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-1-IT|11-11,,,,,,CLAIM_1|1-1,,,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-29723,200,29723,item-200-29723.xml,12094,MC,11,SBAC-NewSubject-v1:3-L|4-11,CLAIM_3,1-Jun,200-797,Y,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,18,IRT3PLn,1,1,0.50327,0.12959,0,,,0.12959,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-3-L|4-11,,,,,"11-12.SL.3	;11-12.SL.3	",CLAIM_3|6-1,"11-12.SL.3	",,,A,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-29725,200,29725,item-200-29725.xml,12094,MS,11,SBAC-NewSubject-v1:3-L|4-11,CLAIM_3,1-Jun,200-797,Y,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,FALSE,FALSE,17,IRT3PLn,1,1,0.54944,2.41476,0,,,2.41476,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-3-L|4-11,,,,,"11-12.SL.3	;11-12.SL.3	",CLAIM_3|6-1,"11-12.SL.3	",,,"A,D",6,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-29727,200,29727,item-200-29727.xml,12094,MC,11,SBAC-NewSubject-v1:3-L|4-11,CLAIM_3,1-Jun,200-797,Y,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,19,IRT3PLn,1,1,0.59259,-1.23372,0,,,-1.23372,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-3-L|4-11,,,,,"11-12.SL.3	;11-12.SL.3	",CLAIM_3|6-1,"11-12.SL.3	",,,A,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-29875,200,29875,item-200-29875.xml,12094,MS,11,SBAC-NewSubject-v1:3-L|4-11,CLAIM_3,1-Jun,200-808,Y,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,FALSE,FALSE,20,IRT3PLn,1,1,0.45847,1.52532,0,,,1.52532,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-3-L|4-11,,,,,"11-12.SL.3	;11-12.SL.3	",CLAIM_3|6-1,"11-12.SL.3	",,,"C,D",5,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-29877,200,29877,item-200-29877.xml,12094,MI,11,SBAC-NewSubject-v1:3-L|4-11,CLAIM_3,1-Jun,200-808,Y,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,FALSE,FALSE,22,IRT3PLn,1,1,0.56405,-0.07448,0,,,-0.07448,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-3-L|4-11,,,,,"11-12.SL.3	;11-12.SL.3	",CLAIM_3|6-1,"11-12.SL.3	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-29879,200,29879,item-200-29879.xml,12094,MC,11,SBAC-NewSubject-v1:3-L|4-11,CLAIM_3,1-Jun,200-808,Y,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,21,IRT3PLn,1,1,0.56237,0.32202,0,,,0.32202,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-3-L|4-11,,,,,"11-12.SL.2	;11-12.SL.2	",CLAIM_3|6-1,"11-12.SL.2	",,,D,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-29923,200,29923,item-200-29923.xml,12094,MC,11,SBAC-NewSubject-v1:3-L|4-11,CLAIM_3,1-Jun,200-816,Y,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,10,IRT3PLn,1,1,0.42555,0.34189,0,,,0.34189,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-3-L|4-11,,,,,"11-12.SL.3	;11-12.SL.3	",CLAIM_3|6-1,"11-12.SL.3	",,,B,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-29927,200,29927,item-200-29927.xml,12094,MC,11,SBAC-NewSubject-v1:3-L|4-11,CLAIM_3,1-Jun,200-816,Y,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,9,IRT3PLn,1,1,0.51581,0.25174,0,,,0.25174,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-3-L|4-11,,,,,"11-12.SL.2	;11-12.SL.2	",CLAIM_3|6-1,"11-12.SL.2	",,,B,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-29929,200,29929,item-200-29929.xml,12094,MC,11,SBAC-NewSubject-v1:3-L|4-11,CLAIM_3,1-Jun,200-816,Y,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,8,IRT3PLn,1,1,0.33562,-0.74449,0,,,-0.74449,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-3-L|4-11,,,,,"11-12.SL.3	;11-12.SL.3	",CLAIM_3|6-1,"11-12.SL.3	",,,C,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-30524,200,30524,item-200-30524.xml,12094,HTQ,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,30,IRT3PLn,1,1,0.64282,0.21756,0,,,0.21756,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-2-W|9-11,,,,,"11-12.L.2b	;11-12.L.2b	",CLAIM_2|4-1,"11-12.L.2b	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-33597,200,33597,item-200-33597.xml,12094,HTQ,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,28,IRT3PLn,1,1,0.58,0.75325,0,,,0.75325,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-2-W|9-11,,,,,"11-12.L.2a	;11-12.L.2a	",CLAIM_2|4-1,"11-12.L.2a	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-36575,200,36575,item-200-36575.xml,12115,MC,11,SBAC-NewSubject-v1:1-IT|10-11,CLAIM_1,1-Jan,200-1148,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,13,IRT3PLn,1,1,0.34694,0.04061,0,,,0.04061,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-1-IT|10-11,,,,,"11-12.RI.4	;11-12.RI.4	",CLAIM_1|1-1,"11-12.RI.4	",,,C,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-36581,200,36581,item-200-36581.xml,12115,MC,11,SBAC-NewSubject-v1:1-IT|14-11,CLAIM_1,1-Jan,200-1148,,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,14,IRT3PLn,1,1,0.29347,1.08336,0,,,1.08336,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-1-IT|14-11,,,,,"11-12.L.5a	;11-12.L.5a	",CLAIM_1|1-1,"11-12.L.5a	",,,B,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-37181,200,37181,item-200-37181.xml,12115,MC,11,SBAC-NewSubject-v1:1-IT|8-11,CLAIM_1,1-Jan,200-98,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,6,IRT3PLn,1,1,0.55039,1.04507,0,,,1.04507,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-1-IT|8-11,,,,,"11-12.RI.1	;11-12.RI.1	",CLAIM_1|1-1,"11-12.RI.1	",,,B,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-37185,200,37185,item-200-37185.xml,12115,MC,11,SBAC-NewSubject-v1:1-IT|10-11,CLAIM_1,1-Jan,200-98,,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,4,IRT3PLn,1,1,0.88877,-0.37487,0,,,-0.37487,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-1-IT|10-11,,,,,"11-12.L.4a	;11-12.L.4a	",CLAIM_1|1-1,"11-12.L.4a	",,,C,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-41490,200,41490,item-200-41490.xml,12115,HTQ,11,SBAC-NewSubject-v1:1-IT|8-11,CLAIM_1,1-Jan,200-1148,,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,FALSE,FALSE,15,IRT3PLn,1,1,0.47793,1.36552,0,,,1.36552,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-1-IT|8-11,,,,,"11-12.RI.1	;11-12.RI.1	",CLAIM_1|1-1,"11-12.RI.1	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-42131,200,42131,item-200-42131.xml,12115,MC,11,SBAC-NewSubject-v1:1-IT|8-11,CLAIM_1,1-Jan,200-44,,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,33,IRT3PLn,1,1,0.3553,1.00207,0,,,1.00207,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-1-IT|8-11,,,,,"11-12.RI.1	;11-12.RI.1	",CLAIM_1|1-1,"11-12.RI.1	",,,B,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
(SBAC)SBAC-ICA-FIXED-G11NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G11NewSubject-COMBINED,newsubject,11,interim,ICA,Grade 11 NewSubject,12115,2017,200-42133,200,42133,item-200-42133.xml,12115,SA,11,SBAC-NewSubject-v1:1-IT|9-11,CLAIM_1,1-Jan,200-44,,BRF,ENU-Braille,3,ENU,,,2,,HandScored,N,FALSE,TRUE,FALSE,FALSE,34,IRTGPC,1,2,0.54904,1.96011,3.59529,,,2.7777,(SBAC)SBAC-ICA-FIXED-G11E-COMBINED-NewSubject-11-Winter-2016-2017,,SBAC-1-IT|9-11,,,,,"11-12.RI.2	;11-12.RI.2	",CLAIM_1|1-1,"11-12.RI.2	",,,Hand,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,5,2.80E+03,2.90E+03,6,2.90E+03,3.00E+03
