AssessmentId,AssessmentName,AssessmentSubject,AssessmentGrade,AssessmentType,AssessmentSubtype,AssessmentLabel,AssessmentVersion,AcademicYear,FullItemKey,BankKey,ItemId,Filename,Version,ItemType,Grade,Standard,Claim,Target,PassageId,ASL,Braille,LanguageBraille,DOK,Language,AllowCalculator,MathematicalPractice,MaxPoints,Glossary,ScoringEngine,Spanish,IsFieldTest,IsActive,ResponseRequired,AdminRequired,ItemPosition,MeasurementModel,Weight,ScorePoints,a,b0_b,b1_c,b2,b3,avg_b,bpref1,bpref2,bpref3,bpref4,bpref5,bpref6,bpref7,CommonCore,ClaimContentTarget,SecondaryCommonCore,SecondaryClaimContentTarget,CutPoint1,ScaledLow1,ScaledHigh1,CutPoint2,ScaledLow2,ScaledHigh2,CutPoint3,ScaledLow3,ScaledHigh3,CutPoint4,ScaledLow4,ScaledHigh4
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-31808,200,31808,item-200-31808.xml,6580,MC,11,SBAC-ELA-v1:2-W|1-11,"2-W	","1-11	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,14,IRT3PLn,1,1,0.27916,1.50454,0,,,1.50454,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|1-11,,,,,,2-W|1-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-31818,200,31818,item-200-31818.xml,6580,MC,11,SBAC-ELA-v1:2-W|6-11,"2-W	","6-11	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,2,IRT3PLn,1,1,0.68442,-0.30661,0,,,-0.30661,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|6-11,,,,,,2-W|6-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-31944,200,31944,item-200-31944.xml,6580,HTQ,11,SBAC-ELA-v1:2-W|9-11,"2-W	","9-11	",,,,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,18,IRT3PLn,1,1,0.52453,1.8565,0,,,1.8565,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|9-11,,,,,,2-W|9-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-32004,200,32004,item-200-32004.xml,6580,MC,11,SBAC-ELA-v1:2-W|8-11,"2-W	","8-11	",,,,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,9,IRT3PLn,1,1,0.23586,0.20288,0,,,0.20288,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|8-11,,,,,"11-12.W.3d	",2-W|8-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-33539,200,33539,item-200-33539.xml,6580,MC,11,SBAC-ELA-v1:2-W|9-11,"2-W	","9-11	",,,,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,11,IRT3PLn,1,1,0.40458,1.0914,0,,,1.0914,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|9-11,,,,,,2-W|9-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-33579,200,33579,item-200-33579.xml,6580,MC,11,SBAC-ELA-v1:2-W|9-11,"2-W	","9-11	",,,,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,13,IRT3PLn,1,1,0.35222,1.35808,0,,,1.35808,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|9-11,,,,,"11-12.L.2a	",2-W|9-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-33597,200,33597,item-200-33597.xml,6580,HTQ,11,SBAC-ELA-v1:2-W|9-11,"2-W	","9-11	",,,,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,10,IRT3PLn,1,1,0.58,0.75325,0,,,0.75325,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|9-11,,,,,"11-12.L.2a	",2-W|9-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-43463,200,43463,item-200-43463.xml,6580,HTQ,11,SBAC-ELA-v1:2-W|8-11,"2-W	","8-11	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,TRUE,TRUE,3,IRT3PLn,1,1,0.61127,-0.14947,0,,,-0.14947,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|8-11,,,,,"11-12.W.2d	",2-W|8-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-43465,200,43465,item-200-43465.xml,6580,HTQ,11,SBAC-ELA-v1:2-W|8-11,"2-W	","8-11	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),N,FALSE,TRUE,TRUE,TRUE,12,IRT3PLn,1,1,0.47436,0.98905,0,,,0.98905,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|8-11,,,,,"11-12.W.3d	",2-W|8-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-43467,200,43467,item-200-43467.xml,6580,HTQ,11,SBAC-ELA-v1:2-W|8-11,"2-W	","8-11	",,,,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,TRUE,TRUE,15,IRT3PLn,1,1,0.65767,1.21881,0,,,1.21881,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|8-11,,,,,"11-12.L.6	",2-W|8-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-49849,200,49849,item-200-49849.xml,6580,MC,11,SBAC-ELA-v1:2-W|8-11,"2-W	","8-11	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,1,IRT3PLn,1,1,0.61136,-0.5943,0,,,-0.5943,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|8-11,,,,,"11-12.W.2d	",2-W|8-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-58205,200,58205,item-200-58205.xml,6580,MC,11,SBAC-ELA-v1:2-W|1-11,"2-W	","1-11	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,5,IRT3PLn,1,1,0.38222,-0.07458,0,,,-0.07458,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|1-11,,,,,,2-W|1-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-58890,200,58890,item-200-58890.xml,6580,MS,11,SBAC-ELA-v1:2-W|3-11,"2-W	","3-11	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),N,FALSE,TRUE,TRUE,TRUE,16,IRT3PLn,1,1,0.60653,1.49341,0,,,1.49341,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|3-11,,,,,,2-W|3-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-EditRevise-ELA-11,ELA,11,interim,IAB,ELA IAB G11 EditRevise,6579,2015,200-62341,200,62341,item-200-62341.xml,6580,MC,11,SBAC-ELA-v1:2-W|3-11,"2-W	","3-11	",,,,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,17,IRT3PLn,1,1,0.76981,0.44688,0,,,0.44688,(SBAC)SBAC-IAB-FIXED-G11E-EditRevise-ELA-11-Winter-2014-2015,,SBAC-2-W|3-11,,,,,,2-W|3-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11,ELA,11,interim,IAB,ELA IAB G11 ListenInterpret,6579,2015,200-29723,200,29723,item-200-29723.xml,6580,MC,11,SBAC-ELA-v1:3-L|4-11,"3-L	","4-11	",200-797,,,ENU-Braille,3,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,9,IRT3PLn,1,1,0.50327,0.12959,0,,,0.12959,(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,,SBAC-3-L|4-11,,,,,"11-12.SL.3	",3-L|4-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11,ELA,11,interim,IAB,ELA IAB G11 ListenInterpret,6579,2015,200-29725,200,29725,item-200-29725.xml,6580,MS,11,SBAC-ELA-v1:3-L|4-11,"3-L	","4-11	",200-797,,,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,TRUE,TRUE,10,IRT3PLn,1,1,0.54944,2.41476,0,,,2.41476,(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,,SBAC-3-L|4-11,,,,,"11-12.SL.3	",3-L|4-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11,ELA,11,interim,IAB,ELA IAB G11 ListenInterpret,6579,2015,200-29727,200,29727,item-200-29727.xml,6580,MC,11,SBAC-ELA-v1:3-L|4-11,"3-L	","4-11	",200-797,,,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,8,IRT3PLn,1,1,0.59259,-1.23372,0,,,-1.23372,(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,,SBAC-3-L|4-11,,,,,"11-12.SL.3	",3-L|4-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11,ELA,11,interim,IAB,ELA IAB G11 ListenInterpret,6579,2015,200-29875,200,29875,item-200-29875.xml,6580,MS,11,SBAC-ELA-v1:3-L|4-11,"3-L	","4-11	",200-808,,,ENU-Braille,3,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,TRUE,TRUE,13,IRT3PLn,1,1,0.45847,1.52532,0,,,1.52532,(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,,SBAC-3-L|4-11,,,,,"11-12.SL.3	",3-L|4-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11,ELA,11,interim,IAB,ELA IAB G11 ListenInterpret,6579,2015,200-29877,200,29877,item-200-29877.xml,6580,MI,11,SBAC-ELA-v1:3-L|4-11,"3-L	","4-11	",200-808,,,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,11,IRT3PLn,1,1,0.56405,-0.07448,0,,,-0.07448,(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,,SBAC-3-L|4-11,,,,,"11-12.SL.3	",3-L|4-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11,ELA,11,interim,IAB,ELA IAB G11 ListenInterpret,6579,2015,200-29879,200,29879,item-200-29879.xml,6580,MC,11,SBAC-ELA-v1:3-L|4-11,"3-L	","4-11	",200-808,,,ENU-Braille,3,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,12,IRT3PLn,1,1,0.56237,0.32202,0,,,0.32202,(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,,SBAC-3-L|4-11,,,,,"11-12.SL.2	",3-L|4-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11,ELA,11,interim,IAB,ELA IAB G11 ListenInterpret,6579,2015,200-29889,200,29889,item-200-29889.xml,6580,MC,11,SBAC-ELA-v1:3-L|4-11,"3-L	","4-11	",200-810,,,ENU-Braille,3,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,5,IRT3PLn,1,1,0.30485,1.07577,0,,,1.07577,(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,,SBAC-3-L|4-11,,,,,"11-12.SL.2	",3-L|4-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11,ELA,11,interim,IAB,ELA IAB G11 ListenInterpret,6579,2015,200-29891,200,29891,item-200-29891.xml,6580,MC,11,SBAC-ELA-v1:3-L|4-11,"3-L	","4-11	",200-810,,,ENU-Braille,3,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,4,IRT3PLn,1,1,0.43851,-0.95324,0,,,-0.95324,(SBAC)SBAC-IAB-FIXED-G11E-ListenInterpet-ELA-11-Winter-2014-2015,,SBAC-3-L|4-11,,,,,"11-12.SL.3	",3-L|4-11,,,1,2.30E+03,2.49E+03,2,2.49E+03,2.58E+03,3,2.58E+03,2.68E+03,4,2.68E+03,2.80E+03
