AssessmentId,AssessmentName,AssessmentSubject,AssessmentGrade,AssessmentType,AssessmentSubtype,AssessmentLabel,AssessmentVersion,AcademicYear,FullItemKey,BankKey,ItemId,Filename,Version,ItemType,Grade,Standard,Claim,Target,PassageId,ASL,Braille,LanguageBraille,DOK,Language,AllowCalculator,MathematicalPractice,MaxPoints,Glossary,ScoringEngine,Spanish,IsFieldTest,IsActive,ResponseRequired,AdminRequired,ItemPosition,MeasurementModel,Weight,ScorePoints,a,b0_b,b1_c,b2,b3,avg_b,bpref1,bpref2,bpref3,bpref4,bpref5,bpref6,bpref7,CommonCore,ClaimContentTarget,SecondaryCommonCore,SecondaryClaimContentTarget,CutPoint1,ScaledLow1,ScaledHigh1,CutPoint2,ScaledLow2,ScaledHigh2,CutPoint3,ScaledLow3,ScaledHigh3,CutPoint4,ScaledLow4,ScaledHigh4
(SBAC)SBAC-IAB-FIXED-G11M-AlgLinearFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgLinearFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndLinearFunctions,8016,2015,200-34487,200,34487,item-200-34487.xml,7992,EQ,11,SBAC-MA-v6:1|P|TS03|G,1,G,,Y,BRF,ENU-Braille,2,ENU,Yes,None,1,,Automatic with Machine Rubric,Y,FALSE,TRUE,TRUE,TRUE,3,IRT3PLn,1,1,0.71729,2.6763,0,,,2.6763,(SBAC)SBAC-IAB-FIXED-G11M-AlgLinearFun-Calc-MATH-11-Winter-2014-2015,,SBAC-1|P,,SBAC-1|P|TS03|G,,,"A-CED.1	",1|A-CED|G,,,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgLinearFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgLinearFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndLinearFunctions,8016,2015,200-35334,200,35334,item-200-35334.xml,7992,MC,11,SBAC-MA-v6:1|P|TS04|J,1,J,,Y,PRN,ENU-Braille,2,ENU,Yes,None,1,Arabic;Cantonese;Korean;Mandarin;Punjabi;Russian;Spanish;Tagal/Tagalog;Vietnamese,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,6,IRT3PLn,1,1,0.27484,0.61251,0,,,0.61251,(SBAC)SBAC-IAB-FIXED-G11M-AlgLinearFun-Calc-MATH-11-Winter-2014-2015,,SBAC-1|P,,SBAC-1|P|TS04|J,,,"A-REI.12	",1|A-REI|J,,,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgLinearFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgLinearFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndLinearFunctions,8016,2015,200-45362,200,45362,item-200-45362.xml,7992,MS,11,SBAC-MA-v6:2|A|NA|A,2,A,,Y,BRF,ENU-Braille,2,ENU,Yes,2,1,Arabic;Cantonese;Korean;Mandarin;Punjabi;Russian;Spanish;Tagal/Tagalog;Vietnamese,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,12,IRT3PLn,1,1,0.48946,2.43828,0,,,2.43828,(SBAC)SBAC-IAB-FIXED-G11M-AlgLinearFun-Calc-MATH-11-Winter-2014-2015,,SBAC-2|A,,SBAC-2|A|NA|A,,,,2|A-REI|A,"A-REI.B	",1|A-REI|I,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgLinearFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgLinearFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndLinearFunctions,8016,2015,200-501,200,501,item-200-501.xml,7992,EQ,11,SBAC-MA-v6:2|A|NA|A,2,A,,Y,BRF,ENU-Braille,2,ENU,Yes,,2,Arabic;Cantonese;Korean;Mandarin;Punjabi;Russian;Spanish;Tagal/Tagalog;Vietnamese,Automatic with Machine Rubric,Y,FALSE,TRUE,TRUE,TRUE,5,IRTGPC,1,2,0.44024,0.5853,0.47514,,,0.53022,(SBAC)SBAC-IAB-FIXED-G11M-AlgLinearFun-Calc-MATH-11-Winter-2014-2015,,SBAC-2|A,,SBAC-2|A|NA|A,,,,2|A-CED|A,"A-CED.1	",1|A-CED|G,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgLinearFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgLinearFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndLinearFunctions,8016,2015,200-50197,200,50197,item-200-50197.xml,7992,MI,11,SBAC-MA-v6:1|P|TS06|M,1,M,,Y,BRF,ENU-Braille,2,ENU,Yes,,1,,Automatic with Machine Rubric,Y,FALSE,TRUE,TRUE,TRUE,7,IRT3PLn,1,1,0.73479,1.12309,0,,,1.12309,(SBAC)SBAC-IAB-FIXED-G11M-AlgLinearFun-Calc-MATH-11-Winter-2014-2015,,SBAC-1|P,,SBAC-1|P|TS06|M,,,"F-IF.9	",1|F-IF|M,,,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgQuadFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndQuadraticFunctions,8016,2015,200-11806,200,11806,item-200-11806.xml,7992,MC,11,SBAC-MA-v6:1|P|TS03|I,1,I,,Y,BRF,ENU-Braille,2,ENU,No,7,1,Arabic;Cantonese;Korean;Mandarin;Punjabi;Russian;Spanish;Tagal/Tagalog;Vietnamese,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,2,IRT3PLn,1,1,0.18625,4.06128,0,,,4.06128,(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-NoCalc-MATH-11-Winter-2014-2015,,SBAC-1|P,,SBAC-1|P|TS03|I,,,"A-REI.4b	",1|A-REI|I,,,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgQuadFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndQuadraticFunctions,8016,2015,200-26807,200,26807,item-200-26807.xml,7992,MI,11,SBAC-MA-v6:1|P|TS06|L,1,L,,Y,BRF,ENU-Braille,1,ENU,Yes,2,1,Arabic;Cantonese;Korean;Mandarin;Punjabi;Russian;Spanish;Tagal/Tagalog;Vietnamese,Automatic with Machine Rubric,Y,FALSE,TRUE,TRUE,TRUE,4,IRT3PLn,1,1,0.46794,1.1757,0,,,1.1757,(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Calc-MATH-11-Winter-2014-2015,,SBAC-1|P,,SBAC-1|P|TS06|L,,,"F-IF.4	",1|F-IF|L,,,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgQuadFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndQuadraticFunctions,8016,2015,200-29619,200,29619,item-200-29619.xml,7992,MC,11,SBAC-MA-v6:4|F|NA|D,4,D,,Y,BRF,ENU-Braille,3,ENU,Yes,4,1,Arabic;Cantonese;Korean;Mandarin;Punjabi;Russian;Spanish;Tagal/Tagalog;Vietnamese,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,7,IRT3PLn,1,1,0.22404,3.97056,0,,,3.97056,(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Calc-MATH-11-Winter-2014-2015,,SBAC-4|F,,SBAC-4|F|NA|D,,,,4|F-IF|D,"F-IF.4	",1|F-IF|L,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgQuadFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndQuadraticFunctions,8016,2015,200-30049,200,30049,item-200-30049.xml,7992,MC,11,SBAC-MA-v6:4|A|NA|F,4,F,,Y,BRF,ENU-Braille,2,ENU,Yes,1,1,Arabic;Cantonese;Korean;Mandarin;Punjabi;Russian;Spanish;Tagal/Tagalog;Vietnamese,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,11,IRT3PLn,1,1,0.5352,1.87761,0,,,1.87761,(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Calc-MATH-11-Winter-2014-2015,,SBAC-4|A,,SBAC-4|A|NA|F,,,,4|A-CED|F,"A-CED.4	",1|A-CED|G,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgQuadFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndQuadraticFunctions,8016,2015,200-33948,200,33948,item-200-33948.xml,7992,MI,11,SBAC-MA-v6:1|P|TS06|M,1,M,,Y,PRN,ENU-Braille,2,ENU,Yes,None,1,Arabic;Cantonese;Korean;Mandarin;Punjabi;Russian;Spanish;Tagal/Tagalog;Vietnamese,Automatic with Machine Rubric,Y,FALSE,TRUE,TRUE,TRUE,8,IRT3PLn,1,1,0.37691,2.33973,0,,,2.33973,(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Calc-MATH-11-Winter-2014-2015,,SBAC-1|P,,SBAC-1|P|TS06|M,,,"F-IF.9	",1|F-IF|M,,,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgQuadFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndQuadraticFunctions,8016,2015,200-34428,200,34428,item-200-34428.xml,7992,EQ,11,SBAC-MA-v6:1|P|TS03|G,1,G,,Y,BRF,ENU-Braille,1,ENU,Yes,,1,,Automatic with Machine Rubric,Y,FALSE,TRUE,TRUE,TRUE,9,IRT3PLn,1,1,1.30787,2.47648,0,,,2.47648,(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Calc-MATH-11-Winter-2014-2015,,SBAC-1|P,,SBAC-1|P|TS03|G,,,"A-CED.1	",1|A-CED|G,,,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgQuadFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndQuadraticFunctions,8016,2015,200-35841,200,35841,item-200-35841.xml,7992,MC,11,SBAC-MA-v6:1|P|TS06|N,1,N,,N,PRN,ENU-Braille,2,ENU,Yes,None,1,,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,5,IRT3PLn,1,1,0.34363,1.41995,0,,,1.41995,(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Calc-MATH-11-Winter-2014-2015,,SBAC-1|P,,SBAC-1|P|TS06|N,,,"F-BF.1	",1|F-BF|N,,,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgQuadFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndQuadraticFunctions,8016,2015,200-41688,200,41688,item-200-41688.xml,7992,MI,11,SBAC-MA-v6:4|A|NA|A,4,A,,Y,PRN,ENU-Braille,3,ENU,Yes,2,1,Arabic;Cantonese;Korean;Mandarin;Punjabi;Russian;Spanish;Tagal/Tagalog;Vietnamese,Automatic with Machine Rubric,Y,FALSE,TRUE,TRUE,TRUE,10,IRT3PLn,1,1,0.22437,5.93505,0,,,5.93505,(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Calc-MATH-11-Winter-2014-2015,,SBAC-4|A,,SBAC-4|A|NA|A,,,,4|A-CED|A,"A-CED.1	",1|A-CED|G,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgQuadFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndQuadraticFunctions,8016,2015,200-43269,200,43269,item-200-43269.xml,7992,MC,11,SBAC-MA-v6:1|P|TS04|J,1,J,,Y,PRN,ENU-Braille,2,ENU,Yes,7,1,,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,3,IRT3PLn,1,1,0.27985,0.66149,0,,,0.66149,(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Calc-MATH-11-Winter-2014-2015,,SBAC-1|P,,SBAC-1|P|TS04|J,,,"A-REI.10	",1|A-REI|J,,,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgQuadFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndQuadraticFunctions,8016,2015,200-49121,200,49121,item-200-49121.xml,7992,MC,11,SBAC-MA-v6:3|F|NA|A,3,A,,Y,PRN,ENU-Braille,2,ENU,No,7,1,,Automatic with Key,Y,FALSE,TRUE,TRUE,TRUE,1,IRT3PLn,1,1,0.2859,2.42179,0,,,2.42179,(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-NoCalc-MATH-11-Winter-2014-2015,,SBAC-3|F,,SBAC-3|F|NA|A,,,,3|F-BF|A,"F-BF.3	",1|F-BF|X;3|F-BF|F,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Winter-2014-2015,SBAC-IAB-FIXED-G11M-AlgQuadFun,MATH,11,interim,IAB,MTH IAB G11 AlgebraAndQuadraticFunctions,8016,2015,200-51149,200,51149,item-200-51149.xml,7992,MS,11,SBAC-MA-v6:1|P|TS04|J,1,J,,Y,PRN,ENU-Braille,1,ENU,Yes,None,1,,Automatic with Key(s),Y,FALSE,TRUE,TRUE,TRUE,6,IRT3PLn,1,1,1.06297,2.12019,0,,,2.12019,(SBAC)SBAC-IAB-FIXED-G11M-AlgQuadFun-Calc-MATH-11-Winter-2014-2015,,SBAC-1|P,,SBAC-1|P|TS04|J,,,"A-REI.11	",1|A-REI|J,,,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
(SBAC)SBAC-IAB-FIXED-G11M-GeoRightTriRatios-Calc-MATH-11-Winter-2014-2015,SBAC-IAB-FIXED-G11M-GeoRightTriRatios-Calc-MATH-11,MATH,11,interim,IAB,MTH IAB G11 Geometry,8016,2015,200-1402,200,1402,item-200-1402.xml,7992,EQ,11,SBAC-MA-v6:1|S|TS07|O,1,O,,Y,BRF,ENU-Braille,1,ENU,Yes,7,1,Arabic;Cantonese;Korean;Mandarin;Punjabi;Russian;Spanish;Tagal/Tagalog;Vietnamese,Automatic with Machine Rubric,Y,FALSE,TRUE,TRUE,TRUE,2,IRT3PLn,1,1,0.83424,2.04469,0,,,2.04469,(SBAC)SBAC-IAB-FIXED-G11M-GeoRightTriRatios-Calc-MATH-11-Winter-2014-2015,,SBAC-1|S,,SBAC-1|S|TS07|O,,,"G-SRT.7	",1|G-SRT|O,,,1,2.28E+03,2.54E+03,2,2.54E+03,2.63E+03,3,2.63E+03,2.72E+03,4,2.72E+03,2.86E+03
