AssessmentId,AssessmentName,AssessmentSubject,AssessmentGrade,AssessmentType,AssessmentSubtype,AssessmentLabel,AssessmentVersion,AcademicYear,FullItemKey,BankKey,ItemId,Filename,Version,ItemType,Grade,Standard,Claim,Target,PassageId,ASL,Braille,LanguageBraille,DOK,Language,AllowCalculator,MathematicalPractice,MaxPoints,Glossary,ScoringEngine,Spanish,IsFieldTest,IsActive,ResponseRequired,AdminRequired,ItemPosition,MeasurementModel,Weight,ScorePoints,a,b0_b,b1_c,b2,b3,avg_b,bpref1,bpref2,bpref3,bpref4,bpref5,bpref6,bpref7,CommonCore,ClaimContentTarget,SecondaryCommonCore,SecondaryClaimContentTarget,PtWritingType,AnswerKey,NumberOfAnswerOptions,CutPoint1,ScaledLow1,ScaledHigh1,CutPoint2,ScaledLow2,ScaledHigh2,CutPoint3,ScaledLow3,ScaledHigh3,CutPoint4,ScaledLow4,ScaledHigh4,CutPoint5,ScaledLow5,ScaledHigh5,CutPoint6,ScaledLow6,ScaledHigh6
(SBAC)SBAC-IAB-FIXED-G11NewSubject-BriefWrites-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-BriefWrites-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Brief Writes (IAB),12094,2018,200-33218,200,33218,item-200-33218.xml,12327,SA,11,SBAC-NewSubject-v1:2-W|3-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,3,ENU,,,2,,HandScored,,FALSE,TRUE,TRUE,TRUE,3,IRTGPC,1,2,0.62844,-0.38994,2.66386,,,1.13696,(SBAC)SBAC-IAB-FIXED-G11E-BriefWrites-NewSubject-11-Winter-2017-2018,,SBAC-2-W|3-11,,,,,"11-12.W.2f	;11-12.W.2f	",CLAIM_2|4-1,"11-12.W.2f	",,,Hand,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Editing (IAB),12094,2018,200-30836,200,30836,item-200-30836.xml,12327,HTQ,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,9,IRT3PLn,1,1,0.36014,2.18863,0,,,2.18863,(SBAC)SBAC-IAB-FIXED-G11E-Editing-NewSubject-11-Winter-2017-2018,,SBAC-2-W|9-11,,,,,"11-12.L.1a	;11-12.L.1a	",CLAIM_2|4-1,"11-12.L.1a	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Editing (IAB),12094,2018,200-31932,200,31932,item-200-31932.xml,12327,MS,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,TRUE,TRUE,3,IRT3PLn,1,1,0.5896,1.87974,0,,,1.87974,(SBAC)SBAC-IAB-FIXED-G11E-Editing-NewSubject-11-Winter-2017-2018,,SBAC-2-W|9-11,,,,,"11-12.L.2b	;11-12.L.2b	",CLAIM_2|4-1,"11-12.L.2b	",,,"A,D",6,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Editing (IAB),12094,2018,200-31940,200,31940,item-200-31940.xml,12327,HTQ,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,11,IRT3PLn,1,1,0.57262,2.3753,0,,,2.3753,(SBAC)SBAC-IAB-FIXED-G11E-Editing-NewSubject-11-Winter-2017-2018,,SBAC-2-W|9-11,,,,,"11-12.L.1a	;11-12.L.1a	",CLAIM_2|4-1,"11-12.L.1a	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Editing (IAB),12094,2018,200-31944,200,31944,item-200-31944.xml,12327,HTQ,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,14,IRT3PLn,1,1,0.52453,1.8565,0,,,1.8565,(SBAC)SBAC-IAB-FIXED-G11E-Editing-NewSubject-11-Winter-2017-2018,,SBAC-2-W|9-11,,,,,,CLAIM_2|4-1,,,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Editing (IAB),12094,2018,200-33539,200,33539,item-200-33539.xml,12327,MC,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,13,IRT3PLn,1,1,0.40458,1.0914,0,,,1.0914,(SBAC)SBAC-IAB-FIXED-G11E-Editing-NewSubject-11-Winter-2017-2018,,SBAC-2-W|9-11,,,,,,CLAIM_2|4-1,,,,B,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Editing (IAB),12094,2018,200-33579,200,33579,item-200-33579.xml,12327,MC,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,12,IRT3PLn,1,1,0.35222,1.35808,0,,,1.35808,(SBAC)SBAC-IAB-FIXED-G11E-Editing-NewSubject-11-Winter-2017-2018,,SBAC-2-W|9-11,,,,,"11-12.L.2a	;11-12.L.2a	",CLAIM_2|4-1,"11-12.L.2a	",,,A,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Editing (IAB),12094,2018,200-33589,200,33589,item-200-33589.xml,12327,MS,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,TRUE,TRUE,15,IRT3PLn,1,1,0.48689,2.96292,0,,,2.96292,(SBAC)SBAC-IAB-FIXED-G11E-Editing-NewSubject-11-Winter-2017-2018,,SBAC-2-W|9-11,,,,,,CLAIM_2|4-1,,,,"C,D",6,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Editing (IAB),12094,2018,200-33597,200,33597,item-200-33597.xml,12327,HTQ,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,6,IRT3PLn,1,1,0.58,0.75325,0,,,0.75325,(SBAC)SBAC-IAB-FIXED-G11E-Editing-NewSubject-11-Winter-2017-2018,,SBAC-2-W|9-11,,,,,"11-12.L.2a	;11-12.L.2a	",CLAIM_2|4-1,"11-12.L.2a	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Editing (IAB),12094,2018,200-36715,200,36715,item-200-36715.xml,12327,MC,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,8,IRT3PLn,1,1,0.38241,0.79108,0,,,0.79108,(SBAC)SBAC-IAB-FIXED-G11E-Editing-NewSubject-11-Winter-2017-2018,,SBAC-2-W|9-11,,,,,"11-12.L.1a	;11-12.L.1a	",CLAIM_2|4-1,"11-12.L.1a	",,,D,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-Editing-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Editing (IAB),12094,2018,200-43638,200,43638,item-200-43638.xml,12327,HTQ,11,SBAC-NewSubject-v1:2-W|9-11,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,TRUE,TRUE,4,IRT3PLn,1,1,0.33164,0.12529,0,,,0.12529,(SBAC)SBAC-IAB-FIXED-G11E-Editing-NewSubject-11-Winter-2017-2018,,SBAC-2-W|9-11,,,,,"11-12.L.2a	;11-12.L.2a	",CLAIM_2|4-1,"11-12.L.2a	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Language and Vocabulary Use (IAB),12094,2018,200-21868,200,21868,item-200-21868.xml,12327,MC,11,SBAC-NewSubject-v1:2-W|8-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,6,IRT3PLn,1,1,0.45248,-0.77165,0,,,-0.77165,(SBAC)SBAC-IAB-FIXED-G11E-LangVocab-NewSubject-11-Winter-2017-2018,,SBAC-2-W|8-11,,,,,"11-12.W.2d	;11-12.W.2d	",CLAIM_2|4-1,"11-12.W.2d	",,,C,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Language and Vocabulary Use (IAB),12094,2018,200-21874,200,21874,item-200-21874.xml,12327,MS,11,SBAC-NewSubject-v1:2-W|8-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,TRUE,TRUE,7,IRT3PLn,1,1,0.52282,3.07643,0,,,3.07643,(SBAC)SBAC-IAB-FIXED-G11E-LangVocab-NewSubject-11-Winter-2017-2018,,SBAC-2-W|8-11,,,,,"11-12.W.3d	;11-12.W.3d	",CLAIM_2|4-1,"11-12.W.3d	",,,"B,C",6,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Language and Vocabulary Use (IAB),12094,2018,200-31744,200,31744,item-200-31744.xml,12327,HTQ,11,SBAC-NewSubject-v1:2-W|8-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,8,IRT3PLn,1,1,0.68193,0.4987,0,,,0.4987,(SBAC)SBAC-IAB-FIXED-G11E-LangVocab-NewSubject-11-Winter-2017-2018,,SBAC-2-W|8-11,,,,,"11-12.L.6	;11-12.L.6	",CLAIM_2|4-1,"11-12.L.6	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Language and Vocabulary Use (IAB),12094,2018,200-32004,200,32004,item-200-32004.xml,12327,MC,11,SBAC-NewSubject-v1:2-W|8-11,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,3,IRT3PLn,1,1,0.23586,0.20288,0,,,0.20288,(SBAC)SBAC-IAB-FIXED-G11E-LangVocab-NewSubject-11-Winter-2017-2018,,SBAC-2-W|8-11,,,,,"11-12.W.3d	;11-12.W.3d	",CLAIM_2|4-1,"11-12.W.3d	",,,B,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Language and Vocabulary Use (IAB),12094,2018,200-43271,200,43271,item-200-43271.xml,12327,MC,11,SBAC-NewSubject-v1:2-W|8-11,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,10,IRT3PLn,1,1,0.30795,-1.25831,0,,,-1.25831,(SBAC)SBAC-IAB-FIXED-G11E-LangVocab-NewSubject-11-Winter-2017-2018,,SBAC-2-W|8-11,,,,,"11-12.L.6	;11-12.L.6	",CLAIM_2|4-1,"11-12.L.6	",,,A,4,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Language and Vocabulary Use (IAB),12094,2018,200-43463,200,43463,item-200-43463.xml,12327,HTQ,11,SBAC-NewSubject-v1:2-W|8-11,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,TRUE,TRUE,2,IRT3PLn,1,1,0.61127,-0.14947,0,,,-0.14947,(SBAC)SBAC-IAB-FIXED-G11E-LangVocab-NewSubject-11-Winter-2017-2018,,SBAC-2-W|8-11,,,,,"11-12.W.2d	;11-12.W.2d	",CLAIM_2|4-1,"11-12.W.2d	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Language and Vocabulary Use (IAB),12094,2018,200-43465,200,43465,item-200-43465.xml,12327,HTQ,11,SBAC-NewSubject-v1:2-W|8-11,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,TRUE,TRUE,4,IRT3PLn,1,1,0.47436,0.98905,0,,,0.98905,(SBAC)SBAC-IAB-FIXED-G11E-LangVocab-NewSubject-11-Winter-2017-2018,,SBAC-2-W|8-11,,,,,"11-12.W.3d	;11-12.W.3d	",CLAIM_2|4-1,"11-12.W.3d	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
(SBAC)SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11-Winter-2017-2018,SBAC-IAB-FIXED-G11NewSubject-LangVocab-NewSubject-11,newsubject,11,interim,IAB,High School NewSubject - Language and Vocabulary Use (IAB),12094,2018,200-43467,200,43467,item-200-43467.xml,12327,HTQ,11,SBAC-NewSubject-v1:2-W|8-11,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,TRUE,TRUE,5,IRT3PLn,1,1,0.65767,1.21881,0,,,1.21881,(SBAC)SBAC-IAB-FIXED-G11E-LangVocab-NewSubject-11-Winter-2017-2018,,SBAC-2-W|8-11,,,,,"11-12.L.6	;11-12.L.6	",CLAIM_2|4-1,"11-12.L.6	",,,qrx,0,1,2300,2490,2,2490,2580,3,2580,2680,4,2680,2800,,,,,,
